stool, solid excretory product evacuated from the bowels
priest, a clergyman in Christian churches who has the authority to perform or administer various religious rites; one of the Holy Orders
nursery, a child's room for a baby
skid lid, a crash helmet
vowel sound, a speech sound made with the vocal tract open
real presence, (Christianity) the Christian doctrine that the body of Christ is actually present in the Eucharist
unfairness, an unjust act
persimmon, orange fruit resembling a plum; edible when fully ripe
plum, a highly desirable position or assignment; "a political plum"
variety meat, edible viscera of a butchered animal
vulcanized fiber, a leatherlike material made by compressing layers of paper or cloth
microstomus, a genus of Pleuronectidae
surge suppressor, electrical device inserted in a power line to protect equipment from sudden fluctuations in current
fertilization, making fertile as by applying fertilizer or manure
gelatinize, convert into gelatinous form or jelly; "hot water will gelatinize starch"
whirl, a usually brief attempt; "he took a crack at it"; "I gave it a whirl"
best, (superlative of `good') having the most positive qualities; "the best film of the year"; "the best solution"; "the best time for planting"; "wore his best suit"
masculinity, the properties characteristic of the male sex
general, a general officer of the highest rank
trifler, one who behaves lightly or not seriously
mar, a mark or flaw that spoils the appearance of something (especially on a person's body); "a facial blemish"
mask, hide under a false appearance; "He masked his disappointment"
resurrection, a revival from inactivity and disuse; "it produced a resurrection of hope"
onanism, manual stimulation of the genital organs (of yourself or another) for sexual pleasure
lythrum, loosestrife
shnorrer, (Yiddish) a scrounger who takes advantage of the generosity of others
transmigrante, a Latin American who buys used goods in the United States and takes them to Latin America to sell
cotinga, passerine bird of New World tropics
treasonist, someone who betrays his country by committing treason
trainman, an employee of a railroad
yellow adder's tongue, eastern North American dogtooth having solitary yellow flowers marked with brown or purple and spotted interiors
trainee, someone who is being trained
set up, arrange thoughts, ideas, temporal events; "arrange my schedule"; "set up one's life"; "I put these memories with those of bygone times"
dullness, lack of sensibility; "there was a dullness in his heart"; "without him the dullness of her life crept into her work no matter how she tried to compartmentalize it."
menstruate, undergo menstruation; "She started menstruating at the age of 11"
thrust, a strong blow with a knife or other sharp pointed instrument; "one strong stab to the heart killed him"
liftoff, the initial ascent of a rocket from its launching pad
vietnam, a communist state in Indochina on the South China Sea; achieved independence from France in 1945
saying, a word or phrase that particular people use in particular situations; "pardon the expression"
sitter, an organism (person or animal) that sits
planting, the act of fixing firmly in place; "he ordered the planting of policemen outside every doorway"
direct contrast, the opposition or dissimilarity of things that are compared; "in contrast to", "by contrast"
richmondena, cardinals
intervention, a policy of intervening in the affairs of other countries
mutilate, destroy or injure severely; "mutilated bodies"
substitute, act as a substitute; "She stood in for the soprano who suffered from a cold"
tovarisch, a comrade (especially in Russian communism)
elaterid beetle, any of various widely distributed beetles
